[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
  > 17:04:06 >> pos-garrulo*030504
  > 17:04:07 >> pos-garrulo*030505
  > 17:04:08 >> pos-garrulo*030506
  > 17:04:08 >> pos-garrulo*030507
  > 17:04:09 >> pos-garrulo*030508
  > 17:04:10 >> pos-garrulo*030509
  > 17:04:10 >> pos-garrulo*030510
  > 17:04:11 >> pos-garrulo*030511
  > 17:04:12 >> pos-garrulo*030512
  > 17:04:12 >> pos-garrulo*030412
  > 17:04:13 >> pos-garrulo*030411
  > 17:04:14 >> pos-garrulo*030410
  > 17:04:15 >> pos-garrulo*030409
  > 17:04:15 >> pos-garrulo*030408
  > 17:04:16 >> pos-garrulo*030407
  > 17:04:16 >> pos-garrulo*030406
  > 17:04:17 >> pos-garrulo*030405
  > 17:04:18 >> pos-garrulo*030404
  > 17:04:19 >> pos-garrulo*030403
  > 17:04:20 >> pos-garrulo*030402
  > 17:04:20 >> pos-garrulo*030401
  > 17:04:21 >> pos-garrulo*000414
  > 17:04:21 >> pos-garrulo*000413
  > 17:04:22 >> pos-garrulo*000414
  > 17:04:23 >> pos-garrulo*030401
  > 17:04:27 >> pos-garrulo*000414
  > 17:04:28 >> pos-garrulo*000413
  > 17:04:29 >> pos-garrulo*000412
  > 17:04:30 >> pos-garrulo*000411
  > 17:04:31 >> pos-garrulo*000410
  > 17:04:31 >> pos-garrulo*000409
  > 17:04:32 >> pos-garrulo*000408
  > 17:04:33 >> pos-garrulo*000407
  > 17:04:33 >> pos-garrulo*000406
  > 17:04:34 >> pos-garrulo*000506
  > 17:04:35 >> pos-garrulo*000606
  > 17:04:36 >> pos-garrulo*000706
  > 17:04:36 >> pos-garrulo*000806
  > 17:04:37 >> pos-garrulo*000906
  > 17:04:38 >> pos-garrulo*001006
  > 17:04:38 >> pos-garrulo*001106
  > 17:04:39 >> pos-garrulo*001105
  > 17:04:39 >> pos-garrulo*001104
  > 17:05:51 >> bd-garrulo
  > 17:05:53 >> okbd-garrulo*0304030311001000001231
  > 17:05:55 >> conectar-garrulo*03040303
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 17:18:16 ]
  > 17:18:29 >> bd-garrulo
  > 17:18:31 >> okbd-garrulo*0304030311001000001231
  > 17:18:33 >> conectar-garrulo*03040303
  > 17:18:37 >> pos-garrulo*030404
  > 17:18:38 >> pos-garrulo*030405
  > 17:18:39 >> pos-garrulo*030406
  > 17:18:40 >> pos-garrulo*030407
  > 17:18:40 >> pos-garrulo*030408
  > 17:18:41 >> pos-garrulo*030409
  > 17:18:42 >> pos-garrulo*030410
  > 17:18:42 >> pos-garrulo*030411
  > 17:18:43 >> pos-garrulo*030412
  > 17:18:44 >> pos-garrulo*030413
  > 17:18:44 >> pos-garrulo*030414
  > 17:18:45 >> pos-garrulo*060401
  > 17:18:46 >> pos-garrulo*060402
  > 17:18:46 >> pos-garrulo*060403
  > 17:18:47 >> pos-garrulo*060404
  > 17:18:48 >> pos-garrulo*060405
  > 17:18:48 >> pos-garrulo*060406
  > 17:18:49 >> pos-garrulo*060506
  > 17:18:50 >> pos-garrulo*060606
  > 17:18:50 >> pos-garrulo*060706
  > 17:18:51 >> pos-garrulo*060806
  > 17:18:52 >> pos-garrulo*060906
  > 17:18:52 >> pos-garrulo*061006
  > 17:18:53 >> pos-garrulo*061007
  > 17:18:54 >> pos-garrulo*061008
  > 17:18:54 >> pos-garrulo*061009
  > 17:18:56 >> pos-garrulo*061010
  > 17:19:14 >> chat-garrulo*ola
  > 17:19:22 >> chat-garrulo*k paso
  > 17:19:36 >> pos-garrulo*061009
  > 17:19:37 >> pos-garrulo*061008
  > 17:19:38 >> pos-garrulo*060908
  > 17:19:39 >> pos-garrulo*060808
  > 17:19:39 >> pos-garrulo*060708
  > 17:19:40 >> pos-garrulo*060608
  > 17:19:41 >> pos-garrulo*060508
  > 17:19:41 >> pos-garrulo*060408
  > 17:19:42 >> pos-garrulo*060308
  > 17:19:43 >> pos-garrulo*060307
  > 17:19:44 >> pos-garrulo*060306
  > 17:19:45 >> pos-garrulo*060305
  > 17:19:45 >> pos-garrulo*060304
  > 17:19:46 >> pos-garrulo*060303
  > 17:24:38 >> bd-garrulo
  > 17:24:40 >> okbd-garrulo*0304030311001000001231
  > 17:24:42 >> conectar-garrulo*03040303
  > 17:24:48 >> pos-garrulo*030404
  > 17:24:51 >> pos-garrulo*030405
  > 17:24:52 >> pos-garrulo*030406
  > 17:24:53 >> pos-garrulo*030407
  > 17:24:53 >> pos-garrulo*030408
  > 17:24:54 >> pos-garrulo*030409
  > 17:24:55 >> pos-garrulo*030410
  > 17:24:56 >> pos-garrulo*030411
  > 17:24:56 >> pos-garrulo*030412
  > 17:24:57 >> pos-garrulo*030413
  > 17:24:57 >> pos-garrulo*030513
  > 17:24:58 >> pos-garrulo*030613
  > 17:24:59 >> pos-garrulo*030713
  > 17:25:05 >> pos-garrulo*030712
  > 17:25:06 >> pos-garrulo*030711
  > 17:25:08 >> pos-garrulo*030710
  > 17:25:10 >> pos-garrulo*030709
  > 17:25:10 >> pos-garrulo*030708
  > 17:25:11 >> pos-garrulo*030707
  > 17:25:12 >> pos-garrulo*030706
  > 17:25:13 >> pos-garrulo*030705
  > 17:25:13 >> pos-garrulo*030704
  > 17:25:14 >> pos-garrulo*030703
  > 17:25:15 >> pos-garrulo*030702
  > 17:25:15 >> pos-garrulo*030701
  > 17:25:16 >> pos-garrulo*000714
  > 17:25:17 >> pos-garrulo*000814
  > 17:25:17 >> pos-garrulo*000914
  > 17:25:18 >> pos-garrulo*001014
  > 17:25:19 >> pos-garrulo*001013
  > 17:25:19 >> pos-garrulo*001012
  > 17:25:20 >> pos-garrulo*001011
  > 17:25:21 >> pos-garrulo*001010
  > 17:25:35 >> pos-garrulo*001009
  > 17:29:08 >> bd-garrulo
  > 17:29:10 >> okbd-garrulo*0304030311001000001231
  > 17:29:12 >> conectar-garrulo*03040303
  > 17:29:17 >> pos-garrulo*030404
  > 17:29:17 >> pos-garrulo*030405
  > 17:29:18 >> pos-garrulo*030406
  > 17:29:19 >> pos-garrulo*030407
  > 17:29:20 >> pos-garrulo*030408
  > 17:29:21 >> pos-garrulo*030409
  > 17:29:22 >> pos-garrulo*030410
  > 17:29:23 >> pos-garrulo*030411
  > 17:29:24 >> pos-garrulo*030412
  > 17:29:25 >> pos-garrulo*030413
  > 17:29:26 >> pos-garrulo*030513
  > 17:29:27 >> pos-garrulo*030613
  > 17:29:28 >> pos-garrulo*030713
  > 17:29:32 >> pos-garrulo*030712
  > 17:29:33 >> pos-garrulo*030711
  > 17:29:34 >> pos-garrulo*030710
  > 17:29:35 >> pos-garrulo*030709
  > 17:29:36 >> pos-garrulo*030708
  > 17:29:37 >> pos-garrulo*030707
  > 17:29:37 >> pos-garrulo*030706
  > 17:29:38 >> pos-garrulo*030705
  > 17:29:39 >> pos-garrulo*030704
  > 17:29:40 >> pos-garrulo*030703
  > 17:29:41 >> pos-garrulo*030702
  > 17:29:42 >> pos-garrulo*030701
  > 17:29:42 >> pos-garrulo*000714
  > 17:29:43 >> pos-garrulo*000713
  > 17:29:44 >> pos-garrulo*000712
  > 17:29:45 >> pos-garrulo*000711
  > 17:29:45 >> pos-garrulo*000811
  > 17:29:46 >> pos-garrulo*000911
  > 17:29:47 >> pos-garrulo*001011
  > 17:29:48 >> pos-garrulo*001010
  > 17:35:11 >> bd-garrulo
  > 17:35:12 >> okbd-garrulo*0304030311001000001231
  > 17:35:14 >> conectar-garrulo*03040303
  > 17:35:17 >> pos-garrulo*030402
  > 17:35:18 >> pos-garrulo*030401
  > 17:35:18 >> pos-garrulo*000414
  > 17:35:19 >> pos-garrulo*000413
  > 17:35:20 >> pos-garrulo*000412
  > 17:35:20 >> pos-garrulo*000512
  > 17:35:21 >> pos-garrulo*000612
  > 17:35:22 >> pos-garrulo*000712
  > 17:35:22 >> pos-garrulo*000812
  > 17:35:23 >> pos-garrulo*000912
  > 17:35:24 >> pos-garrulo*001012
  > 17:35:24 >> pos-garrulo*001011
  > 17:35:25 >> pos-garrulo*001010
  > 17:36:26 >> bd-garrulo
  > 17:36:27 >> okbd-garrulo*0304030311001000001231
  > 17:36:29 >> conectar-garrulo*03040303
  > 17:36:31 >> pos-garrulo*030503
  > 17:36:32 >> pos-garrulo*030603
  > 17:36:33 >> pos-garrulo*030703
  > 17:36:34 >> pos-garrulo*030803
  > 17:36:35 >> pos-garrulo*030903
  > 17:36:35 >> pos-garrulo*031003
  > 17:36:36 >> pos-garrulo*031002
  > 17:36:36 >> pos-garrulo*031001
  > 17:36:37 >> pos-garrulo*001014
  > 17:36:38 >> pos-garrulo*001013
  > 17:36:38 >> pos-garrulo*001012
  > 17:36:39 >> pos-garrulo*001011
  > 17:36:40 >> pos-garrulo*001010
  > 17:39:22 >> bd-garrulo
  > 17:39:23 >> okbd-garrulo*0304030311001000001231
  > 17:39:25 >> conectar-garrulo*03040303
  > 17:39:27 >> pos-garrulo*030503
  > 17:39:28 >> pos-garrulo*030603
  > 17:39:29 >> pos-garrulo*030703
  > 17:39:30 >> pos-garrulo*030803
  > 17:39:31 >> pos-garrulo*030903
  > 17:39:31 >> pos-garrulo*030902
  > 17:39:32 >> pos-garrulo*030901
  > 17:39:33 >> pos-garrulo*000914
  > 17:39:33 >> pos-garrulo*001014
  > 17:39:34 >> pos-garrulo*001013
  > 17:39:35 >> pos-garrulo*001012
  > 17:39:40 >> pos-garrulo*001011
  > 17:39:41 >> pos-garrulo*001010
  > 17:42:10 >> bd-garrulo
  > 17:42:11 >> okbd-garrulo*0304030311001000001231
  > 17:42:13 >> conectar-garrulo*03040303
  > 17:42:16 >> pos-garrulo*030404
  > 17:42:17 >> pos-garrulo*030405
  > 17:42:18 >> pos-garrulo*030406
  > 17:42:18 >> pos-garrulo*030407
  > 17:42:19 >> pos-garrulo*030408
  > 17:42:20 >> pos-garrulo*030409
  > 17:42:21 >> pos-garrulo*030410
  > 17:42:22 >> pos-garrulo*030411
  > 17:42:22 >> pos-garrulo*030412
  > 17:42:23 >> pos-garrulo*030413
  > 17:42:24 >> pos-garrulo*030513
  > 17:42:25 >> pos-garrulo*030613
  > 17:42:25 >> pos-garrulo*030713
  > 17:42:29 >> pos-garrulo*030712
  > 17:42:30 >> pos-garrulo*030711
  > 17:42:30 >> pos-garrulo*030710
  > 17:42:31 >> pos-garrulo*030709
  > 17:42:32 >> pos-garrulo*030708
  > 17:42:33 >> pos-garrulo*030707
  > 17:42:33 >> pos-garrulo*030706
  > 17:45:19 >> bd-garrulo
  > 17:45:20 >> okbd-garrulo*0304030311001000001231
  > 17:45:23 >> conectar-garrulo*03040303
  > 17:45:26 >> pos-garrulo*030404
  > 17:45:27 >> pos-garrulo*030405
  > 17:45:28 >> pos-garrulo*030505
  > 17:45:29 >> pos-garrulo*030605
  > 17:45:29 >> pos-garrulo*030705
  > 17:45:30 >> pos-garrulo*030805
  > 17:45:31 >> pos-garrulo*030905
  > 17:45:32 >> pos-garrulo*031005
  > 17:45:33 >> pos-garrulo*031105
  > 17:45:33 >> pos-garrulo*031104
  > 17:45:34 >> pos-garrulo*031103
  > 17:45:35 >> pos-garrulo*031102
  > 17:45:36 >> pos-garrulo*031101
  > 17:45:36 >> pos-garrulo*001114
  > 17:45:37 >> pos-garrulo*001113
  > 17:45:38 >> pos-garrulo*001112
  > 17:45:38 >> pos-garrulo*001111
  > 17:45:39 >> pos-garrulo*001110
  > 17:45:40 >> pos-garrulo*001109
  > 17:45:41 >> pos-garrulo*001108
  > 17:45:41 >> pos-garrulo*001008
  > 17:45:42 >> pos-garrulo*001009
  > 17:45:42 >> pos-garrulo*001010
  > 17:45:50 >> pos-garrulo*001009
  > 17:46:16 >> bd-garrulo
  > 17:46:17 >> okbd-garrulo*0304030311001000001231
  > 17:46:18 >> conectar-garrulo*03040303
  > 17:46:21 >> pos-garrulo*030503
  > 17:46:22 >> pos-garrulo*030603
  > 17:46:23 >> pos-garrulo*030703
  > 17:46:23 >> pos-garrulo*030803
  > 17:46:24 >> pos-garrulo*030903
  > 17:46:25 >> pos-garrulo*031003
  > 17:46:25 >> pos-garrulo*031103
  > 17:46:26 >> pos-garrulo*031203
  > 17:46:27 >> pos-garrulo*031303
  > 17:46:27 >> pos-garrulo*031403
  > 17:46:28 >> pos-garrulo*040003
  > 17:46:29 >> pos-garrulo*040103
  > 17:46:30 >> pos-garrulo*040203
  > 17:46:31 >> pos-garrulo*040303
  > 17:46:31 >> pos-garrulo*040403
  > 17:46:32 >> pos-garrulo*040404
  > 17:46:33 >> pos-garrulo*040405
  > 17:46:34 >> pos-garrulo*040505
  > 17:46:40 >> pos-garrulo*040405
  > 17:46:41 >> pos-garrulo*040305
  > 17:46:42 >> pos-garrulo*040205
  > 17:46:42 >> pos-garrulo*040105
  > 17:46:43 >> pos-garrulo*040005
  > 17:46:44 >> pos-garrulo*031405
  > 17:46:45 >> pos-garrulo*031305
  > 17:46:46 >> pos-garrulo*031205
  > 17:46:46 >> pos-garrulo*031105
  > 17:46:47 >> pos-garrulo*031005
  > 17:46:48 >> pos-garrulo*030905
  > 17:46:48 >> pos-garrulo*030805
  > 17:46:49 >> pos-garrulo*030705
  > 17:46:50 >> pos-garrulo*030706
  > 17:46:50 >> pos-garrulo*030707
  > 17:46:51 >> pos-garrulo*030708
  > 17:46:52 >> pos-garrulo*030709
  > 17:46:53 >> pos-garrulo*030710
  > 17:46:53 >> pos-garrulo*030711
  > 17:46:54 >> pos-garrulo*030712
  > 17:46:54 >> pos-garrulo*030713
  > 17:50:16 >> bd-garrulo
  > 17:50:17 >> okbd-garrulo*0304030311001000001231
  > 17:50:19 >> conectar-garrulo*03040303
  > 17:50:21 >> pos-garrulo*030503
  > 17:50:22 >> pos-garrulo*030603
  > 17:50:23 >> pos-garrulo*030703
  > 17:50:23 >> pos-garrulo*030803
  > 17:50:24 >> pos-garrulo*030903
  > 17:50:24 >> pos-garrulo*031003
  > 17:50:25 >> pos-garrulo*031103
  > 17:50:26 >> pos-garrulo*031203
  > 17:50:26 >> pos-garrulo*031303
  > 17:50:27 >> pos-garrulo*031403
  > 17:50:28 >> pos-garrulo*040003
  > 17:50:29 >> pos-garrulo*040103
  > 17:50:29 >> pos-garrulo*040104
  > 17:50:30 >> pos-garrulo*040105
  > 17:50:31 >> pos-garrulo*040205
  > 17:50:31 >> pos-garrulo*040305
  > 17:50:32 >> pos-garrulo*040405
  > 17:50:33 >> pos-garrulo*040505
  > 17:50:36 >> pos-garrulo*040504
  > 17:50:40 >> pos-garrulo*040505
  > 17:54:22 >> bd-garrulo
  > 17:54:23 >> okbd-garrulo*0304030311001000001231
  > 17:54:25 >> conectar-garrulo*03040303
  > 17:54:28 >> pos-garrulo*030503
  > 17:54:29 >> pos-garrulo*030603
  > 17:54:30 >> pos-garrulo*030703
  > 17:54:30 >> pos-garrulo*030803
  > 17:54:31 >> pos-garrulo*030903
  > 17:54:32 >> pos-garrulo*031003
  > 17:54:33 >> pos-garrulo*031002
  > 17:54:33 >> pos-garrulo*031001
  > 17:54:34 >> pos-garrulo*001014
  > 17:54:35 >> pos-garrulo*001013
  > 17:54:35 >> pos-garrulo*001012
  > 17:54:36 >> pos-garrulo*001011
  > 17:54:37 >> pos-garrulo*001010
  > 17:54:43 >> pos-garrulo*001009
  > 17:54:44 >> pos-garrulo*001008
  > 17:54:51 >> pos-garrulo*001009
  > 17:54:52 >> pos-garrulo*001010
  > 17:54:59 >> pos-garrulo*001011
  > 17:55:01 >> pos-garrulo*000911
  > 17:55:02 >> pos-garrulo*000811
  > 17:55:03 >> pos-garrulo*000810
  > 17:55:04 >> pos-garrulo*000809
  > 17:55:05 >> pos-garrulo*000808
  > 17:55:05 >> pos-garrulo*000807
  > 17:55:06 >> pos-garrulo*000806
  > 17:55:07 >> pos-garrulo*000805
  > 17:55:08 >> pos-garrulo*000705
  > 17:55:09 >> pos-garrulo*000706
  > 17:55:11 >> pos-garrulo*000707
  > 17:55:12 >> pos-garrulo*000708
  > 17:55:13 >> pos-garrulo*000709
  > 17:55:13 >> pos-garrulo*000710
  > 17:55:14 >> pos-garrulo*000709
  > 17:55:15 >> pos-garrulo*000708
  > 17:55:17 >> pos-garrulo*000707
  > 17:55:17 >> pos-garrulo*000706
  > 17:55:18 >> pos-garrulo*000705
  > 17:55:19 >> pos-garrulo*000704
  > 17:55:20 >> pos-garrulo*000703
  > 17:59:36 >> bd-garrulo
  > 17:59:37 >> okbd-garrulo*0304030311001000001231
  > 17:59:39 >> conectar-garrulo*03040303
  > 17:59:41 >> pos-garrulo*030402
  > 17:59:42 >> pos-garrulo*030401
  > 17:59:43 >> pos-garrulo*000414
  > 17:59:43 >> pos-garrulo*000514
  > 17:59:44 >> pos-garrulo*000614
  > 17:59:45 >> pos-garrulo*000714
  > 17:59:46 >> pos-garrulo*000713
  > 17:59:46 >> pos-garrulo*000712
  > 17:59:47 >> pos-garrulo*000711
  > 17:59:48 >> pos-garrulo*000710
  > 17:59:50 >> pos-garrulo*000709
  > 17:59:51 >> pos-garrulo*000710
  > 17:59:56 >> pos-garrulo*000709
  > 17:59:57 >> pos-garrulo*000710
  > 18:00:11 >> pos-garrulo*000709
  > 18:00:12 >> pos-garrulo*000710
  > 18:00:20 >> pos-garrulo*000709
  > 18:00:21 >> pos-garrulo*000710
  > 18:01:33 >> bd-garrulo
  > 18:01:35 >> okbd-garrulo*0304030311001000001231
  > 18:01:37 >> conectar-garrulo*03040303
  > 18:01:39 >> pos-garrulo*030404
  > 18:01:40 >> pos-garrulo*030405
  > 18:01:41 >> pos-garrulo*030406
  > 18:01:42 >> pos-garrulo*030407
  > 18:01:42 >> pos-garrulo*030408
  > 18:01:43 >> pos-garrulo*030409
  > 18:01:43 >> pos-garrulo*030410
  > 18:01:44 >> pos-garrulo*030411
  > 18:01:45 >> pos-garrulo*030412
  > 18:01:45 >> pos-garrulo*030413
  > 18:01:46 >> pos-garrulo*030513
  > 18:01:47 >> pos-garrulo*030613
  > 18:01:47 >> pos-garrulo*030713
  > 18:02:01 >> pos-garrulo*030714
  > 18:02:03 >> pos-garrulo*060701
  > 18:02:04 >> pos-garrulo*060801
  > 18:02:04 >> pos-garrulo*060901
  > 18:02:05 >> pos-garrulo*060902
  > 18:02:05 >> pos-garrulo*060903
  > 18:02:06 >> pos-garrulo*060904
  > 18:02:07 >> pos-garrulo*060905
  > 18:02:08 >> pos-garrulo*060906
  > 18:02:08 >> pos-garrulo*060907
  > 18:02:09 >> pos-garrulo*060908
  > 18:02:10 >> pos-garrulo*060909
  > 18:02:10 >> pos-garrulo*060910
  > 18:02:11 >> pos-garrulo*061010
  > 18:02:12 >> pos-garrulo*030707
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 18:33:43 ]
  > 18:33:54 >> bd-milio
  > 18:33:55 >> okbd-milio*0501010731101000101230
  > 18:33:57 >> conectar-milio*05010107
  > 18:34:49 >> pos-milio*050001
  > 18:34:50 >> pos-milio*041401
  > 18:34:51 >> pos-milio*041301
  > 18:34:51 >> pos-milio*041201
  > 18:34:52 >> pos-milio*041101
  > 18:34:52 >> pos-milio*041001
  > 18:34:53 >> pos-milio*040901
  > 18:34:53 >> pos-milio*040801
  > 18:34:54 >> pos-milio*040701
  > 18:34:55 >> pos-milio*040601
  > 18:34:55 >> pos-milio*040501
  > 18:34:56 >> pos-milio*040401
  > 18:34:56 >> pos-milio*040301
  > 18:34:56 >> pos-milio*040201
  > 18:34:57 >> pos-milio*040101
  > 18:34:57 >> pos-milio*040001
  > 18:34:58 >> pos-milio*031401
  > 18:35:01 >> pos-milio*031301
  > 18:35:01 >> pos-milio*031201
  > 18:35:01 >> pos-milio*031101
  > 18:35:02 >> pos-milio*031001
  > 18:35:05 >> pos-milio*031002
  > 18:35:05 >> pos-milio*031003
  > 18:35:05 >> pos-milio*031004
  > 18:35:06 >> pos-milio*031005
  > 18:39:56 >> pos-milio*031006
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 18:44:17 ]
  > 18:44:27 >> bd-milio
  > 18:44:27 >> okbd-milio*0501010731101000101230
  > 18:44:29 >> conectar-milio*05010107
  > 18:44:31 >> pos-milio*050001
  > 18:44:32 >> pos-milio*041401
  > 18:44:33 >> pos-milio*041301
  > 18:44:34 >> pos-milio*041201
  > 18:44:34 >> pos-milio*041101
  > 18:44:35 >> pos-milio*041001
  > 18:44:43 >> bd-garrulo
  > 18:44:45 >> okbd-garrulo*0304030311001000001231
  > 18:44:47 >> conectar-garrulo*03040303
  > 18:44:48 >> pos-milio*040901
  > 18:44:48 >> pos-milio*040801
  > 18:44:49 >> pos-milio*040701
  > 18:44:49 >> pos-garrulo*030404
  > 18:44:50 >> pos-milio*040601
  > 18:44:50 >> pos-garrulo*030405
  > 18:44:50 >> pos-milio*040501
  > 18:44:50 >> pos-garrulo*030505
  > 18:44:51 >> pos-milio*040401
  > 18:44:51 >> pos-garrulo*030605
  > 18:44:51 >> pos-milio*040301
  > 18:44:51 >> pos-garrulo*030705
  > 18:44:52 >> pos-milio*040201
  > 18:44:52 >> pos-garrulo*030805
  > 18:44:52 >> pos-milio*040101
  > 18:44:52 >> pos-garrulo*030905
  > 18:44:53 >> conectar-milio*04010107
  > 18:44:53 >> pos-milio*040001
  > 18:44:53 >> pos-garrulo*031005
  > 18:44:54 >> pos-garrulo*031105
  > 18:44:54 >> pos-milio*031401
  > 18:44:54 >> pos-garrulo*031205
  > 18:44:54 >> pos-garrulo*031305
  > 18:44:55 >> pos-garrulo*031405
  > 18:44:55 >> pos-garrulo*040005
  > 18:44:58 >> pos-garrulo*031405
  > 18:45:02 >> pos-milio*031301
  > 18:45:03 >> pos-milio*031201
  > 18:45:04 >> pos-milio*031101
  > 18:45:05 >> pos-milio*031001
  > 18:45:12 >> pos-garrulo*040005
  > 18:45:13 >> pos-garrulo*040105
  > 18:45:13 >> pos-garrulo*040205
  > 18:45:14 >> pos-garrulo*040305
  > 18:45:14 >> pos-garrulo*040405
  > 18:45:14 >> pos-garrulo*040505
  > 18:45:27 >> pos-milio*031002
  > 18:45:28 >> pos-milio*031003
  > 18:45:28 >> pos-milio*031004
  > 18:45:29 >> pos-milio*031005
  > 18:45:30 >> pos-milio*031006
  > 18:45:56 >> pos-garrulo*040504
  > 18:45:58 >> pos-garrulo*040503
  > 18:45:59 >> pos-garrulo*040603
  > 18:45:59 >> pos-garrulo*040703
  > 18:46:00 >> pos-garrulo*040803
  > 18:46:00 >> pos-garrulo*040903
  > 18:46:00 >> pos-garrulo*041003
  > 18:46:01 >> pos-garrulo*041103
  > 18:46:01 >> pos-garrulo*041203
  > 18:46:02 >> pos-garrulo*041303
  > 18:46:03 >> pos-garrulo*041403
  > 18:46:03 >> pos-garrulo*050003
  > 18:46:04 >> pos-garrulo*050103
  > 18:46:04 >> pos-garrulo*050203
  > 18:46:04 >> pos-garrulo*050303
  > 18:46:04 >> pos-garrulo*050403
  > 18:46:05 >> pos-garrulo*050503
  > 18:46:05 >> pos-garrulo*050603
  > 18:46:05 >> pos-garrulo*050703
  > 18:46:08 >> pos-garrulo*050702
  > 18:46:10 >> pos-garrulo*050701
  > 18:46:11 >> pos-garrulo*020714
  > 18:46:11 >> pos-garrulo*020713
  > 18:46:12 >> pos-garrulo*020712
  > 18:46:12 >> pos-garrulo*020711
  > 18:46:13 >> pos-garrulo*020710
  > 18:46:13 >> pos-garrulo*020709
  > 18:46:14 >> pos-garrulo*020708
  > 18:46:14 >> pos-garrulo*020707
  > 18:46:14 >> pos-garrulo*020706
  > 18:46:15 >> pos-garrulo*020705
  > 18:46:16 >> pos-garrulo*020704
  > 18:46:17 >> pos-garrulo*020604
  > 18:46:17 >> pos-garrulo*020504
  > 18:46:18 >> pos-garrulo*020505
  > 18:46:58 >> bd-garrulo
  > 18:46:58 >> okbd-garrulo*0304030311001000001231
  > 18:47:19 >> bd-garrulo
  > 18:47:20 >> okbd-garrulo*0304030311001000001231
[ ON - Servidor Harry Potter Iniciado ]
[ Fecha: 2008-06-12 ]
[ Hora: 18:47:35 ]
  > 18:47:38 >> bd-garrulo
  > 18:47:38 >> okbd-garrulo*0304030311001000001231
  > 18:47:43 >> conectar-garrulo*03040303
  > 18:47:45 >> pos-garrulo*030503
  > 18:47:49 >> bd-bienexo
  > 18:47:49 >> okbd-bienexo*0301010100001000101230
  > 18:48:02 >> pos-garrulo*030603
  > 18:48:16 >> bd-bienexo
  > 18:48:16 >> okbd-bienexo*0301010100001000101230
  > 18:48:30 >> bd-milio
  > 18:48:30 >> okbd-milio*0501010731101000101230
  > 18:48:38 >> pos-garrulo*030703
  > 18:48:39 >> pos-garrulo*030803
  > 18:48:39 >> pos-garrulo*030903
  > 18:48:39 >> pos-garrulo*031003
  > 18:48:40 >> pos-garrulo*031004
  > 18:48:40 >> pos-garrulo*031005
  > 18:48:41 >> pos-garrulo*031006
  > 18:48:41 >> pos-garrulo*031007
  > 18:48:41 >> pos-garrulo*031008
  > 18:48:41 >> pos-garrulo*031009
  > 18:48:42 >> pos-garrulo*031010
  > 18:48:42 >> pos-garrulo*031011
  > 18:48:42 >> pos-garrulo*031012
  > 18:48:42 >> pos-garrulo*031013
  > 18:48:44 >> pos-garrulo*030913
  > 18:48:44 >> pos-garrulo*030813
  > 18:48:46 >> pos-garrulo*030713
  > 18:49:05 >> pos-garrulo*030714
  > 18:49:07 >> pos-garrulo*030814
  > 18:49:08 >> pos-garrulo*060801
  > 18:49:10 >> pos-garrulo*060802
  > 18:49:11 >> pos-garrulo*060803
  > 18:49:12 >> pos-garrulo*060804
  > 18:49:12 >> pos-garrulo*060805
  > 18:49:14 >> pos-garrulo*060806
  > 18:49:14 >> pos-garrulo*060807
  > 18:49:15 >> pos-garrulo*060808
  > 18:49:15 >> pos-garrulo*060809
  > 18:49:16 >> pos-garrulo*060810
  > 18:49:18 >> pos-garrulo*060910
  > 18:49:19 >> pos-garrulo*060909
  > 18:49:20 >> pos-garrulo*061009
  > 18:49:20 >> pos-garrulo*061109
  > 18:49:20 >> pos-garrulo*061209
  > 18:49:20 >> pos-garrulo*061309
  > 18:49:20 >> pos-garrulo*061409
  > 18:49:21 >> pos-garrulo*070009
  > 18:49:21 >> pos-garrulo*070109
  > 18:49:21 >> pos-garrulo*070209
  > 18:49:25 >> pos-garrulo*070309
  > 18:49:26 >> pos-garrulo*070409
  > 18:49:26 >> pos-garrulo*070509
  > 18:49:26 >> pos-garrulo*070609
  > 18:49:27 >> pos-garrulo*070709
  > 18:49:27 >> pos-garrulo*070809
  > 18:49:29 >> pos-garrulo*070808
  > 18:49:30 >> pos-garrulo*070807
  > 18:49:31 >> pos-garrulo*070806
  > 18:49:32 >> pos-garrulo*070706
  > 18:49:34 >> pos-garrulo*070806
  > 18:49:35 >> pos-garrulo*070706
  > 18:49:39 >> pos-garrulo*070606
  > 18:49:44 >> pos-garrulo*070706
  > 18:49:44 >> pos-garrulo*070806
  > 18:49:44 >> pos-garrulo*070906
  > 18:49:45 >> pos-garrulo*071006
  > 18:49:45 >> pos-garrulo*071106
  > 18:49:45 >> pos-garrulo*071206
  > 18:49:45 >> pos-garrulo*071306
  > 18:49:45 >> pos-garrulo*071406
  > 18:49:46 >> pos-garrulo*080006
  > 18:49:46 >> pos-garrulo*080106
  > 18:49:47 >> pos-garrulo*080206
  > 18:49:47 >> pos-garrulo*080306
  > 18:49:48 >> pos-garrulo*080307
  > 18:49:49 >> pos-garrulo*080407
  > 18:49:49 >> pos-garrulo*080507
  > 18:49:49 >> pos-garrulo*080607
  > 18:49:50 >> pos-garrulo*080707
